From Class,To Class,References,From Entities,To Entities
tachyon.client.TachyonFSTestIso,tachyon.TestUtils,7,7,1
tachyon.client.TachyonFSTestIso,tachyon.UnderFileSystem,3,2,3
tachyon.client.TachyonFSTestIso,tachyon.util.CommonUtils,7,7,1
tachyon.command.TFsShell,tachyon.client.AbstractTachyonFS,8,7,5
tachyon.command.TFsShell,tachyon.client.InStream,11,6,4
tachyon.command.TFsShell,tachyon.client.OutStream,2,2,2
tachyon.command.TFsShell,tachyon.client.ReadType,3,3,1
tachyon.command.TFsShell,tachyon.client.TachyonFile,22,15,7
tachyon.command.TFsShell,tachyon.client.TachyonFS,44,36,11
tachyon.command.TFsShell,tachyon.client.WriteType,1,1,1
tachyon.command.TFsShell,tachyon.command.Utils,1,1,1
tachyon.command.TFsShell,tachyon.conf.UserConf,2,1,2
tachyon.command.TFsShell,tachyon.Constants,5,3,2
tachyon.command.TFsShell,tachyon.TachyonURI,97,46,4
tachyon.command.TFsShell,tachyon.thrift.ClientBlockInfo,2,2,1
tachyon.command.TFsShell,tachyon.thrift.ClientFileInfo,19,9,6
tachyon.command.TFsShell,tachyon.thrift.FileDoesNotExistException,5,3,3
tachyon.command.TFsShell,tachyon.util.CommonUtils,4,2,2
tachyon.command.TFsShellTest,tachyon.client.InStream,4,4,2
tachyon.command.TFsShellTest,tachyon.client.ReadType,2,2,1
tachyon.command.TFsShellTest,tachyon.client.TachyonFile,36,28,8
tachyon.command.TFsShellTest,tachyon.client.TachyonFS,43,19,4
tachyon.command.TFsShellTest,tachyon.client.WriteType,17,11,2
tachyon.command.TFsShellTest,tachyon.command.TFsShell,49,37,16
tachyon.command.TFsShellTest,tachyon.conf.WorkerConf,2,1,2
tachyon.command.TFsShellTest,tachyon.Constants,1,1,1
tachyon.command.TFsShellTest,tachyon.master.LocalTachyonCluster,22,12,8
tachyon.command.TFsShellTest,tachyon.TachyonURI,62,24,2
tachyon.command.TFsShellTest,tachyon.TestUtils,13,8,4
tachyon.command.TFsShellTest,tachyon.thrift.ClientBlockInfo,2,2,1
tachyon.command.TFsShellTest,tachyon.util.CommonUtils,13,3,3
tachyon.command.TFsShellTest,tachyon.util.NetworkUtils,1,1,1
tachyon.command.Utils,tachyon.conf.CommonConf,2,1,2
tachyon.command.Utils,tachyon.Constants,11,2,3
tachyon.command.Utils,tachyon.TachyonURI,1,1,1
tachyon.command.Utils,tachyon.util.CommonUtils,2,1,1
tachyon.command.UtilsTest,tachyon.command.Utils,1,1,1
tachyon.command.UtilsTest,tachyon.Constants,2,1,2
tachyon.conf.CommonConf,tachyon.conf.Utils,21,2,6
tachyon.conf.CommonConf,tachyon.Constants,1,1,1
tachyon.conf.MasterConf,tachyon.conf.CommonConf,4,1,3
tachyon.conf.MasterConf,tachyon.conf.Utils,16,2,3
tachyon.conf.MasterConf,tachyon.Constants,6,1,5
tachyon.conf.MasterConf,tachyon.TachyonURI,3,1,1
tachyon.conf.MasterConf,tachyon.util.NetworkUtils,1,1,1
tachyon.conf.UserConf,tachyon.client.WriteType,2,2,2
tachyon.conf.UserConf,tachyon.conf.Utils,8,2,4
tachyon.conf.UserConf,tachyon.Constants,5,1,3
tachyon.conf.Utils,tachyon.conf.Utils.getEnumProperty.T,2,2,1
tachyon.conf.UtilsTest,tachyon.conf.Utils,5,5,1
tachyon.conf.WorkerConf,tachyon.conf.Utils,35,2,6
